dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.98348826,0.98494415,0.98355389,0.98515549,0.00000000,0.00000000,0.00000000,0.82866632,0.82516643,0.82682564,0.97913683
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.82393871,0.98494415,0.84888509,0.98515549,0.65551630,0.17554111,0.24756421,0.80823083,0.84888509,0.78551828,0.80949427
