dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.91376155,0.97293484,0.91393215,0.97095624,0.00000000,0.00000000,0.00000000,0.82118325,0.76161012,0.78979296,0.89704745
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.87172353,0.97293484,0.88154890,0.97095624,0.67842030,0.71963266,0.68745217,0.88203966,0.88154890,0.87166021,0.84884084
