dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.96359314,0.98506962,0.96548266,0.98514211,0.00000000,0.00000000,0.00000000,0.82762943,0.80456888,0.81574465,0.95512534
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.89260142,0.98506962,0.91107536,0.98514211,0.76153468,0.63903886,0.66588038,0.89487671,0.91107536,0.88853988,0.87985562
