dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.87078387,0.98410945,0.87276245,0.98423499,0.00000000,0.00000000,0.00000000,0.83121934,0.72730204,0.77529272,0.85219951
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.88532692,0.98410945,0.88602184,0.98423499,0.63890623,0.95231876,0.75854719,0.92379394,0.88602184,0.89395356,0.86666608
