dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.86585526,0.98560929,0.86720473,0.98575896,0.00000000,0.00000000,0.00000000,0.83213237,0.72267060,0.77303019,0.84711720
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.88584865,0.98560929,0.88460402,0.98575896,0.63331478,0.97160052,0.76179046,0.92854656,0.88460402,0.89510753,0.86784161
