dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.91069238,0.98109857,0.91163943,0.98049267,0.00000000,0.00000000,0.00000000,0.82884248,0.75969953,0.79232853,0.89446821
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.90059735,0.98109857,0.90309184,0.98049267,0.69583758,0.86035389,0.76297082,0.91526598,0.90309184,0.90164587,0.88233311
