dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.98650893,0.98680872,0.98700384,0.98729108,0.00000000,0.00000000,0.00000000,0.85169455,0.85001162,0.85076904,0.98293792
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.80307591,0.98680872,0.83386145,0.98729108,0.47404344,0.06814948,0.10592577,0.77721193,0.83386145,0.76145834,0.79209981
