dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.91713715,0.98585257,0.91896578,0.98606646,0.00000000,0.00000000,0.00000000,0.83122974,0.76580482,0.79684507,0.90179885
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.91188605,0.98585257,0.91700057,0.98606646,0.72079654,0.90717451,0.79582690,0.92737432,0.91700057,0.91517965,0.89594524
