dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.98635208,0.98824056,0.98680878,0.98865282,0.00000000,0.00000000,0.00000000,0.82678432,0.82234065,0.82449294,0.98276090
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.83016781,0.98824056,0.85799367,0.98865282,0.75072583,0.21391816,0.31478190,0.83747091,0.85799367,0.80480578,0.81769881
