dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.87089432,0.98506962,0.87304225,0.98514211,0.00000000,0.00000000,0.00000000,0.83130353,0.72753521,0.77536804,0.85239256
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.88554752,0.98506962,0.88625830,0.98514211,0.63881611,0.95233857,0.75877210,0.92454317,0.88625830,0.89428827,0.86695118
