dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.87020155,0.98673736,0.87306797,0.98700826,0.00000000,0.00000000,0.00000000,0.83263326,0.72755664,0.77612310,0.85179761
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.88149900,0.98673736,0.88400109,0.98700826,0.62758301,0.93866667,0.74437228,0.92289926,0.88400109,0.89162367,0.86292185
