dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.92258190,0.97527834,0.90955109,0.97297509,0.00000000,0.00000000,0.00000000,0.83102444,0.75795925,0.79148215,0.90751677
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.92512887,0.97527834,0.91323733,0.97297509,0.74549728,0.93166854,0.82647559,0.93955010,0.91323733,0.92200027,0.91032629
