dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.98458162,0.98580584,0.98469332,0.98600012,0.00000000,0.00000000,0.00000000,0.82957902,0.82608471,0.82774418,0.98051989
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.82883166,0.98580584,0.85331045,0.98600012,0.72992453,0.19639611,0.26999199,0.82575780,0.85331045,0.79383267,0.81437159
