dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.86650995,0.98525517,0.86871217,0.98535370,0.00000000,0.00000000,0.00000000,0.83164768,0.72392681,0.77353297,0.84780773
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.88621871,0.98525517,0.88576588,0.98535370,0.63502681,0.97103438,0.76287753,0.92820617,0.88576588,0.89569588,0.86821633
