dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.91047738,0.98206336,0.91219064,0.98186266,0.00000000,0.00000000,0.00000000,0.82859151,0.76015887,0.79244902,0.89422258
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.89379304,0.98206336,0.89914623,0.98186266,0.69000175,0.83392414,0.74855152,0.90688749,0.89914623,0.89494106,0.87403746
