dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.86883696,0.97527834,0.87005482,0.97297509,0.00000000,0.00000000,0.00000000,0.82682663,0.72504568,0.77207619,0.84948014
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.86237219,0.97527834,0.86572400,0.97297509,0.60941437,0.84406988,0.70116318,0.89278078,0.86572400,0.86850816,0.83776512
