dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.87060341,0.98486657,0.87217097,0.98475512,0.00000000,0.00000000,0.00000000,0.83199509,0.72680914,0.77531986,0.85216141
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.88373573,0.98486657,0.88457303,0.98475512,0.63607732,0.94658333,0.75376257,0.92329246,0.88457303,0.89254494,0.86500202
