dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.91062605,0.98109857,0.91158892,0.98050908,0.00000000,0.00000000,0.00000000,0.82881002,0.75965743,0.79229678,0.89438159
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.90016817,0.98109857,0.90289610,0.98050908,0.69575076,0.85943199,0.76243270,0.91495392,0.90289610,0.90133740,0.88183869
