dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.95285880,0.98557207,0.94600594,0.98575582,0.00000000,0.00000000,0.00000000,0.83229061,0.78833828,0.80935822,0.94245255
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.95668603,0.98557207,0.94877799,0.98575582,0.83205359,0.96263827,0.89200911,0.96407482,0.94877799,0.95474227,0.94791371
