dataset,model,test_set,accuracy_with_novel,accuracy_closed_world,balanced_accuracy_with_novel,balanced_accuracy_closed_world,novel_detection_precision,novel_detection_recall,novel_detection_f1,macro_precision,macro_recall,macro_f1,mcc_with_novel
BoT_IoT,RFF_LIM_NFST,known_only,0.92358063,0.98824056,0.92510882,0.98865282,0.00000000,0.00000000,0.00000000,0.83189664,0.77092402,0.79992471,0.90908620
BoT_IoT,RFF_LIM_NFST,with_novel_class,0.91478290,0.98824056,0.92036161,0.98865282,0.73307714,0.89662556,0.79840884,0.92963239,0.92036161,0.91817518,0.89949228
